host_since,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,availability_90,Commercial,resp_rate
2014,2,1,1,2,NA,160,NA,NA,0,100,1,1125,90,Yes,100
2016,4,1,1,2,NA,225,NA,NA,95,25,1,8,0,No,NA
2015,2,2,1,1,NA,95,NA,NA,100,15,1,30,0,No,NA
2016,1,1,1,2,NA,275,NA,NA,NA,NA,1,1125,14,No,50
2014,4,1,1,1,NA,79,NA,NA,250,10,1,1125,90,No,100
2016,1,2.5,1,1,NA,55,NA,NA,NA,25,10,120,0,No,100
2016,3,1,1,1,NA,29,NA,NA,NA,10,2,6,0,No,NA
2015,2,1,1,1,NA,150,NA,NA,NA,30,1,1125,0,No,NA
2016,4,1,1,2,NA,95,NA,NA,NA,20,3,1125,0,No,NA
2014,3,1,1,2,NA,174,NA,NA,NA,NA,30,1125,90,Yes,99
2015,1,1,1,1,NA,27,NA,NA,NA,5,1,1125,0,No,NA
2014,6,1,3,3,NA,249,NA,NA,400,153,2,1125,70,Yes,99
2014,4,1,2,2,NA,159,NA,NA,400,123,2,1125,90,Yes,99
2016,2,1,1,1,NA,60,NA,NA,NA,NA,2,1125,12,No,100
2014,6,2,3,4,NA,199,NA,NA,400,168,2,1124,69,Yes,99
2016,1,1,1,1,NA,40,NA,NA,300,50,5,1125,0,Yes,100
2016,4,2,2,2,NA,3999,NA,NA,500,95,180,1125,88,No,NA
2015,2,1,2,2,NA,330,NA,NA,330,40,1,8,0,No,NA
2016,2,1.5,1,1,NA,80,NA,NA,NA,NA,1,4,0,No,NA
2015,2,1,0,1,NA,129,NA,NA,0,60,1,1125,53,Yes,100
2015,2,1,0,1,NA,129,NA,NA,0,60,1,1125,38,Yes,100
2014,4,2,2,3,NA,159,NA,NA,NA,25,1,1125,0,No,NA
2014,4,1,1,1,NA,116,NA,NA,NA,50,1,1125,73,No,90
2016,2,1,0,1,NA,100,NA,NA,250,50,1,4,0,No,NA
2016,5,2,2,2,NA,165,NA,NA,100,NA,1,15,0,No,NA
2014,1,1,1,1,NA,36,NA,NA,300,40,30,999,90,Yes,99
2014,4,1,2,2,NA,139,NA,NA,400,126,2,1124,74,Yes,99
2016,1,1,1,1,NA,39,NA,NA,300,50,4,999,39,Yes,100
2014,6,2,3,3,NA,239,NA,NA,400,152,2,1124,51,Yes,99
2014,6,2,3,3,NA,899,NA,NA,400,154,2,1124,48,Yes,99
2014,4,1,1,2,NA,149,NA,NA,400,97,2,1124,55,Yes,99
2014,6,2,3,3,NA,259,NA,NA,400,154,2,1124,68,Yes,99
2014,3,1,1,2,NA,229,NA,NA,400,106,2,1124,50,Yes,99
2014,4,1,1,1,NA,200,NA,NA,NA,50,2,30,0,No,NA
2014,1,1,1,1,NA,35,NA,NA,NA,NA,7,1125,14,Yes,90
2015,2,1,0,2,NA,165,NA,NA,0,25,3,45,21,Yes,100
2015,3,1,0,1,NA,57,NA,NA,100,10,1,5,0,No,NA
2016,3,1,2,2,NA,295,NA,NA,100,85,2,1125,0,No,NA
2015,4,1,1,2,NA,190,NA,NA,0,115,3,145,32,Yes,100
2015,2,1,1,1,NA,175,NA,NA,NA,25,2,1124,54,Yes,100
2016,1,1,1,1,NA,40,NA,NA,300,50,14,999,17,Yes,100
2014,2,1,1,1,NA,229,NA,NA,400,106,2,1125,47,Yes,99
2014,2,1,0,1,NA,150,NA,NA,150,50,1,1124,53,Yes,99
2016,7,2,3,3,NA,279,NA,NA,300,99,2,90,60,No,100
2016,2,1,1,1,NA,50,NA,NA,NA,10,1,1125,0,No,NA
2014,2,1,1,1,NA,49,NA,NA,0,35,2,40,0,No,NA
2016,2,1,1,1,NA,70,NA,NA,95,NA,2,1125,0,No,NA
2013,3,1,1,2,NA,199,NA,NA,NA,100,7,1125,0,Yes,97
2015,4,1,1,2,NA,50,NA,NA,NA,10,2,15,0,No,NA
2014,3,1,1,1,NA,275,NA,NA,200,65,2,5,0,No,NA
2015,2,1,1,1,NA,52,NA,NA,100,10,1,1125,0,No,NA
2016,2,1,0,1,NA,150,NA,NA,150,25,2,8,0,No,NA
2016,2,0.5,1,1,NA,75,NA,NA,NA,NA,1,1125,0,No,NA
2010,2,1,1,1,NA,150,NA,NA,NA,NA,3,30,7,No,100
2014,4,1,1,2,NA,185,NA,NA,NA,12,2,1125,0,No,NA
2014,1,1,1,1,NA,85,NA,NA,95,10,1,1125,0,No,NA
2016,1,1,1,1,NA,56,NA,NA,0,10,1,1125,0,No,NA
2016,2,1,1,1,NA,60,NA,NA,NA,25,1,7,0,No,NA
2015,2,1,0,1,NA,124,NA,NA,NA,40,1,1125,36,No,100
2014,2,1,1,1,NA,80,NA,NA,0,45,1,1125,0,Yes,98
2013,8,4.5,5,6,NA,400,NA,NA,5000,300,30,365,90,Yes,96
2014,2,1,1,1,NA,109,NA,NA,100,30,3,1125,34,Yes,94
2014,2,2,1,1,NA,109,NA,NA,100,30,2,1125,39,Yes,94
2014,2,2,1,1,NA,94,NA,NA,100,30,2,1125,34,Yes,94
2016,2,1,1,1,NA,69,NA,NA,0,20,2,150,3,No,100
2015,2,1,1,1,NA,150,NA,NA,NA,45,1,1125,0,No,NA
2015,8,1,3,3,NA,150,NA,NA,1000,25,1,1125,59,No,100
2015,2,1,1,1,NA,129,NA,NA,NA,25,2,1125,23,No,100
2013,1,1,1,1,NA,90,NA,NA,NA,20,5,1125,0,No,NA
2016,2,1,1,1,NA,115,NA,NA,0,10,1,100,5,No,100
2014,2,1,1,2,NA,70,NA,NA,0,15,1,100,5,No,100
2012,2,1,1,1,NA,47,NA,NA,100,15,1,1125,0,No,NA
2016,2,1,1,1,NA,80,NA,NA,0,0,7,60,89,No,100
2013,2,1,1,1,NA,115,NA,NA,0,15,2,10,1,No,90
2014,4,1,1,2,NA,300,NA,NA,NA,NA,1,7,0,No,NA
2016,4,1,1,2,NA,101,NA,NA,NA,70,2,366,24,Yes,96
2016,4,1,1,2,NA,101,NA,NA,NA,70,2,366,23,Yes,96
2016,2,1,1,1,NA,115,NA,NA,NA,70,2,366,28,Yes,96
2014,8,2,3,6,NA,356,NA,NA,100,100,2,1125,29,Yes,94
2016,2,1,1,1,NA,225,NA,NA,NA,100,2,10,6,No,100
2016,4,1,1,1,NA,150,NA,NA,300,15,1,1125,0,No,NA
2015,1,1,1,1,NA,50,NA,NA,100,50,7,1125,46,Yes,95
2012,4,1,2,2,NA,195,NA,NA,NA,60,2,1125,58,No,100
2016,2,2,1,1,NA,45,NA,NA,NA,NA,2,1125,32,No,100
2016,2,1,1,1,NA,95,NA,NA,NA,5,1,5,0,No,NA
2016,6,1.5,2,2,NA,219,NA,NA,0,50,1,1125,0,No,NA
2014,4,1,2,2,NA,400,NA,NA,500,100,2,180,44,Yes,100
2014,4,2,2,3,NA,179,NA,NA,NA,NA,30,1124,84,Yes,99
2014,8,2,3,4,NA,500,NA,NA,500,200,3,1125,90,Yes,100
2016,3,1,1,1,NA,190,NA,NA,0,40,2,28,12,No,100
2016,2,1,1,1,NA,50,NA,NA,100,5,15,35,0,No,NA
2016,2,2,2,1,NA,150,NA,NA,150,50,2,4,0,No,NA
2015,2,1,1,1,NA,42,NA,NA,NA,NA,3,1125,0,No,NA
2016,2,1,1,1,NA,118,NA,NA,NA,100,2,16,0,No,NA
2016,2,1,0,1,NA,99,NA,NA,NA,35,2,8,0,No,NA
2013,8,3,3,4,NA,349,NA,NA,500,135,2,90,40,Yes,100
2016,4,2,1,2,NA,86,NA,NA,NA,20,3,14,59,No,100
2016,3,1,0,2,NA,120,NA,NA,NA,55,2,112,2,Yes,98
2016,3,1,0,2,NA,143,NA,NA,NA,55,2,112,8,Yes,98
2014,2,1,1,1,NA,48,NA,NA,95,NA,3,15,0,No,NA
2016,2,1,1,1,NA,100,NA,NA,100,40,1,1125,70,No,90
2015,4,1,2,2,NA,150,NA,NA,100,75,3,120,30,No,90
2015,2,1,1,1,NA,80,NA,NA,NA,15,1,1125,0,No,100
2014,2,1,1,2,NA,65,NA,NA,NA,NA,1,1125,0,No,NA
2014,4,1,1,1,NA,172,NA,NA,500,80,2,30,18,No,100
2014,3,1,1,1,NA,310,NA,NA,NA,110,1,10,30,No,100
2013,2,1,1,1,NA,120,NA,NA,NA,50,3,28,27,No,100
2014,2,1,1,1,NA,25,NA,NA,0,24,1,2,14,No,100
2012,4,1,1,2,NA,139,NA,NA,300,100,1,90,1,No,100
2016,2,2,1,1,NA,255,NA,NA,NA,10,1,1125,0,No,NA
2016,2,1,1,1,NA,200,NA,NA,NA,NA,2,1125,0,No,NA
2016,2,1,0,1,NA,129,NA,NA,NA,50,1,1125,38,No,100
2015,6,2,2,2,NA,250,NA,NA,300,50,2,1125,7,No,100
2014,4,1,2,4,NA,117,NA,NA,NA,15,1,1125,0,No,NA
2015,2,1,0,1,NA,150,NA,NA,NA,50,2,7,19,No,100
2015,2,1.5,1,1,NA,92,NA,NA,NA,5,1,1125,0,No,NA
2015,2,1,1,1,NA,68,NA,NA,0,40,2,96,28,Yes,99
2013,4,1,2,2,NA,180,NA,NA,NA,NA,1,1125,0,No,NA
2014,6,1,2,4,NA,150,NA,NA,110,85,2,230,0,No,100
2015,3,1,1,1,NA,117,NA,NA,NA,50,1,3,3,No,100
2015,6,1,2,3,NA,168,NA,NA,500,75,1,1125,34,Yes,100
2014,5,1,2,3,NA,155,NA,NA,250,65,1,1124,72,Yes,99
2015,2,1,1,1,NA,78,NA,NA,0,40,2,170,26,Yes,99
2013,6,1,2,2,NA,275,NA,NA,450,140,2,75,45,Yes,100
2014,6,1,2,3,NA,150,NA,NA,250,65,1,1124,52,Yes,99
2014,2,1,1,2,NA,219,NA,NA,NA,NA,30,1125,90,Yes,99
2013,2,1,0,1,NA,200,NA,NA,275,50,2,2,0,No,NA
2015,2,1,1,1,NA,64,NA,NA,0,40,2,138,20,Yes,99
2016,2,1,1,1,NA,75,NA,NA,NA,NA,1,1125,0,No,NA
2016,2,1,1,1,NA,93,NA,NA,NA,5,1,5,0,No,NA
2015,4,1,0,2,NA,147,NA,NA,350,110,2,1125,22,Yes,100
2012,5,2,2,2,NA,198,NA,NA,500,90,1,103,43,Yes,100
2015,3,1.5,1,2,NA,70,NA,NA,100,20,1,1125,77,Yes,100
2015,6,1,2,2,NA,175,NA,NA,400,135,2,1125,40,Yes,100
2015,5,1,2,2,NA,196,NA,NA,400,135,2,1125,3,Yes,100
2015,2,1,1,1,NA,59,NA,NA,0,40,2,150,40,Yes,99
2015,2,1,1,2,NA,79,NA,NA,0,40,2,146,47,Yes,99
2014,8,2,3,5,NA,500,NA,NA,500,200,3,1125,89,Yes,100
2015,2,1,1,1,NA,250,NA,NA,NA,100,2,1125,7,No,100
2014,3,2,1,1,NA,200,NA,NA,500,75,4,29,8,No,100
2016,1,1,1,1,NA,46,NA,NA,100,5,1,1,0,No,NA
2015,5,1,2,3,NA,175,NA,NA,200,65,2,1125,20,No,100
2015,1,1,1,1,NA,41,NA,NA,0,0,1,1125,72,No,68
2015,2,1,1,1,NA,150,NA,NA,100,50,2,1125,5,No,100
2013,2,1,1,1,NA,92,NA,NA,NA,NA,1,1125,14,No,100
2014,2,1,1,1,NA,300,NA,NA,0,80,2,1125,0,Yes,83
2013,4,1,2,2,NA,155,NA,NA,100,30,1,1125,84,No,100
2015,1,3,1,1,NA,40,NA,NA,0,120,1,1125,76,Yes,100
2016,1,1,1,1,NA,48,NA,NA,NA,20,2,7,11,No,95
2016,3,2,1,2,NA,300,NA,NA,0,90,3,1125,72,No,100
2013,2,1,1,1,NA,50,NA,NA,NA,NA,1,14,0,No,100
2013,2,1,1,1,NA,195,NA,NA,500,60,3,1125,33,No,100
2016,1,1,1,1,NA,100,NA,NA,100,50,1,1125,0,No,100
2015,1,1,1,1,NA,40,NA,NA,0,200,1,90,55,No,100
2014,4,1,1,2,NA,300,NA,NA,250,20,2,1125,20,No,100
2016,2,1,1,1,NA,55,NA,NA,NA,NA,1,1125,0,No,NA
2011,2,1,1,1,NA,81,NA,NA,200,75,3,1125,0,No,NA
2016,2,1,1,1,NA,100,NA,NA,NA,25,1,1125,57,No,100
2013,2,1,1,1,NA,130,NA,NA,300,75,2,1125,32,No,100
2016,5,1,2,2,NA,239,NA,NA,300,80,3,1125,71,No,100
2016,2,1,1,1,NA,355,NA,NA,500,50,1,10,18,No,100
2012,3,1,1,3,NA,74,NA,NA,NA,60,2,1125,29,Yes,90
2013,5,2,2,2,NA,429,NA,NA,NA,119,2,1125,81,Yes,100
2013,5,2,2,2,NA,429,NA,NA,NA,119,2,1125,58,Yes,100
2013,5,2,2,2,NA,429,NA,NA,NA,199,2,1125,84,Yes,100
2013,5,2,2,2,NA,429,NA,NA,NA,119,2,1125,46,Yes,100
2013,5,2,2,2,NA,429,NA,NA,NA,119,2,1125,46,Yes,100
2013,5,2,2,2,NA,429,NA,NA,NA,119,2,1125,43,Yes,100
2013,5,2,2,2,NA,429,NA,NA,NA,119,2,1125,48,Yes,100
2013,5,2,2,2,NA,429,NA,NA,NA,119,2,1125,57,Yes,100
2013,5,2,2,2,NA,429,NA,NA,NA,119,2,1125,59,Yes,100
2013,5,2,2,2,NA,429,NA,NA,NA,119,2,1125,45,Yes,100
2013,5,2,2,2,NA,429,NA,NA,NA,119,2,1125,43,Yes,100
2014,4,1,2,2,NA,289,NA,NA,0,100,4,1125,42,Yes,65
2015,2,1,1,1,NA,90,NA,NA,NA,5,1,5,28,No,100
2015,4,1.5,2,3,NA,145,NA,NA,NA,NA,2,1125,57,No,100
2012,2,1,1,1,NA,75,NA,NA,NA,60,2,1125,63,Yes,90
2012,7,1,2,5,NA,120,NA,NA,NA,100,3,1125,22,Yes,90
2015,1,1,1,1,NA,60,NA,NA,NA,NA,4,1125,74,No,78
2014,3,1,1,1,NA,300,NA,NA,100,60,2,10,1,No,100
2012,2,1,1,1,NA,110,NA,NA,NA,NA,2,1125,0,No,NA
2016,2,1,1,1,NA,80,NA,NA,NA,NA,1,1125,0,No,NA
2014,2,1,0,1,NA,113,NA,NA,NA,50,2,1125,3,No,100
2016,2,1,0,1,NA,165,NA,NA,NA,25,2,1125,0,No,NA
2013,8,2,2,5,NA,268,NA,NA,200,100,1,1125,43,Yes,100
2016,4,1,1,2,NA,72,NA,NA,0,20,2,150,45,No,100
2014,1,1,1,1,NA,36,NA,NA,300,40,30,1000,90,Yes,99
2014,4,2,2,2,NA,289,NA,NA,400,123,2,1124,62,Yes,99
2014,4,1,2,2,NA,169,NA,NA,400,124,2,1124,88,Yes,99
2014,4,1.5,2,2,NA,139,NA,NA,400,123,2,1124,12,Yes,99
2014,4,1,2,2,NA,209,NA,NA,400,124,2,1124,90,Yes,99
2014,4,2,2,2,NA,159,NA,NA,400,123,2,1124,81,Yes,99
2014,4,2,2,2,NA,199,NA,NA,400,122,2,1124,81,Yes,99
2014,4,2,2,2,NA,259,NA,NA,400,122,2,1124,50,Yes,99
2016,6,1,2,3,NA,139,NA,NA,NA,30,2,150,2,No,100
2011,3,1,0,2,NA,147,NA,NA,200,35,1,365,31,Yes,99
2015,3,1,1,2,NA,129,NA,NA,NA,100,28,1125,45,Yes,97
2016,1,1,1,1,NA,35,NA,NA,NA,5,30,180,0,Yes,100
2014,4,2,2,2,NA,259,NA,NA,400,126,2,1124,71,Yes,99
2013,2,1,1,1,NA,65,NA,NA,0,12,1,60,56,No,100
2011,4,1,1,2,NA,130,NA,NA,100,75,1,1125,30,Yes,100
2016,1,1,1,1,NA,95,NA,NA,NA,5,1,1,0,No,NA
2016,5,2,3,3,NA,200,NA,NA,0,100,2,14,0,No,100
2016,4,1,1,2,NA,59,NA,NA,NA,60,1,1125,10,Yes,97
2016,5,1,1,3,NA,150,NA,NA,300,70,2,1124,19,Yes,100
2016,1,1,1,1,NA,75,NA,NA,NA,50,270,270,89,No,NA
2012,5,1,2,2,NA,196,NA,NA,350,85,1,103,34,Yes,100
2014,1,1,1,1,NA,110,NA,NA,0,85,2,1125,90,Yes,100
2014,2,1,1,1,NA,95,NA,NA,NA,20,1,5,0,No,NA
2016,4,1,1,1,NA,285,NA,NA,100,25,23,23,0,No,NA
2015,2,1,1,1,NA,150,NA,NA,400,75,3,1124,14,No,100
2015,3,1,1,1,NA,160,1000,3500,400,75,3,1124,31,No,100
2016,2,1,1,1,NA,140,NA,NA,0,40,2,6,0,No,88
2016,1,1,1,1,NA,50,NA,NA,NA,NA,1,4,0,No,NA
2015,5,1,2,3,NA,223,NA,NA,240,75,2,1125,51,No,100
2016,4,1,2,2,NA,122,NA,NA,500,80,2,1125,9,No,100
2016,2,1,1,1,NA,200,NA,NA,NA,40,2,4,0,No,100
2016,6,1,3,4,NA,165,NA,NA,100,50,2,1125,38,No,100
2011,2,1,1,1,NA,132,NA,NA,0,40,1,180,28,Yes,99
2015,6,1.5,3,2,NA,222,NA,NA,NA,NA,2,1125,0,No,NA
2015,6,1.5,2,3,NA,395,NA,NA,0,140,3,1124,34,Yes,100
2016,2,1,1,1,NA,55,NA,NA,NA,NA,2,1125,88,No,100
2014,1,1,1,1,NA,32,NA,NA,500,50,30,1125,37,Yes,100
2014,2,1,0,1,NA,199,NA,NA,500,75,2,60,39,No,100
2015,1,3,1,1,NA,40,NA,NA,0,120,1,1125,76,Yes,100
2015,2,1,1,1,NA,54,NA,NA,0,30,2,60,29,No,100
2016,5,1,2,2,NA,63,NA,NA,100,75,2,1125,72,No,100
2014,6,1,2,3,NA,195,NA,NA,NA,30,1,1125,39,No,100
2012,3,1,0,1,NA,175,NA,NA,200,50,2,1125,8,Yes,99
2016,2,1,0,1,NA,83,NA,NA,NA,NA,20,35,0,No,100
2016,2,2,1,2,NA,100,NA,NA,0,20,2,90,0,No,100
2015,3,1,1,2,NA,199,NA,NA,NA,25,3,1125,0,Yes,100
2016,1,1,1,1,NA,55,NA,NA,NA,NA,12,1125,0,No,100
2016,6,1.5,3,4,NA,250,NA,NA,200,100,3,1125,11,No,100
2015,2,1,1,1,NA,139,NA,NA,150,42,1,1125,9,No,100
2016,3,1,1,2,0,189,NA,NA,250,65,2,1124,33,Yes,100
2016,3,1,1,1,NA,225,NA,NA,0,100,3,1125,46,No,100
2015,1,1.5,1,1,NA,80,NA,NA,0,20,2,15,56,No,100
2015,2,1,1,1,NA,149,NA,NA,300,25,2,30,50,Yes,100
2016,1,1.5,1,1,NA,28,NA,NA,NA,15,14,365,5,No,NA
2014,10,2,4,3,NA,600,NA,NA,500,200,2,30,62,No,80
2015,2,1,1,1,NA,350,NA,NA,500,40,1,1125,71,No,100
2013,4,1,1,2,NA,229,NA,NA,NA,25,2,1125,0,No,NA
2016,2,1,1,1,NA,50,NA,NA,0,20,3,1125,14,No,100
2012,2,1,1,1,NA,175,NA,NA,NA,50,4,10,0,No,NA
2016,5,1,2,3,NA,299,NA,NA,250,85,2,1124,19,Yes,100
2014,2,1,1,1,NA,80,NA,NA,350,75,30,1125,18,No,100
2014,2,1,0,1,NA,199,NA,NA,400,93,2,1124,39,Yes,99
2014,4,2,2,2,NA,269,NA,NA,400,120,2,1124,63,Yes,99
2016,2,1.5,1,1,NA,72,NA,NA,NA,10,1,1125,50,No,100
2014,1,1,1,1,NA,35,NA,NA,500,50,30,1125,0,Yes,100
2014,4,1,1,2,NA,209,NA,NA,400,105,2,1124,82,Yes,99
2016,5,1,2,3,NA,156,NA,NA,350,85,2,1125,26,Yes,100
2011,4,1,1,2,NA,143,NA,NA,0,35,1,1125,42,Yes,99
2015,3,1,1,1,NA,95,NA,NA,NA,NA,30,1125,46,No,33
2015,4,2,2,2,NA,395,NA,NA,500,99,2,1125,35,No,100
2015,1,2,1,1,NA,75,NA,NA,150,30,1,1125,81,No,100
2013,4,1,1,1,NA,154,NA,NA,0,75,1,366,13,No,100
2016,4,1,2,1,NA,241,NA,NA,700,150,1,1125,89,Yes,67
2012,4,1,0,2,NA,186,NA,NA,0,80,2,180,13,Yes,100
2012,3,1,1,1,NA,185,NA,NA,500,85,2,21,35,No,0
2014,2,1,1,1,NA,275,NA,NA,NA,50,2,1125,0,No,100
2016,7,1.5,3,4,NA,423,NA,NA,0,150,3,120,39,No,100
2015,2,1,1,1,NA,98,NA,NA,NA,NA,1,1125,56,No,100
2015,2,1,1,2,NA,175,NA,NA,NA,25,2,1124,53,Yes,100
2015,1,1,1,1,NA,125,NA,NA,0,25,2,30,10,Yes,100
2016,2,1,1,1,NA,125,NA,NA,NA,NA,1,1125,2,No,100
2013,1,1,1,1,NA,140,NA,NA,NA,NA,2,5,0,No,NA
2014,4,1,0,2,NA,99,NA,NA,150,50,1,1124,5,Yes,99
2015,1,1.5,1,1,NA,75,NA,NA,0,20,2,14,56,No,100
2016,3,1,1,1,NA,200,NA,NA,200,70,1,1125,15,No,100
2015,2,1,1,1,NA,75,NA,NA,0,0,5,365,34,Yes,93
2015,2,1,0,1,NA,200,NA,NA,NA,20,2,30,0,No,NA
2014,2,1,1,1,NA,699,NA,NA,400,97,2,1124,79,Yes,99
2015,6,2,2,3,NA,255,NA,NA,NA,90,1,1125,56,Yes,100
2016,3,1,1,2,NA,88,NA,NA,NA,5,1,1125,2,No,93
2015,2,1,1,1,NA,115,NA,NA,NA,30,1,9,27,No,100
2013,2,1,1,1,NA,99,NA,NA,NA,85,2,1125,13,Yes,100
2016,7,1,3,5,NA,267,NA,NA,300,120,2,1125,0,No,NA
2015,2,1,1,1,NA,114,NA,NA,NA,20,1,1125,0,No,100
2016,4,1,1,2,NA,149,NA,NA,NA,30,2,1125,52,Yes,100
2015,8,2,3,3,NA,359,NA,NA,250,100,1,1125,40,No,100
2016,1,1,1,1,NA,190,NA,NA,0,15,2,5,77,No,100
2013,4,2.5,3,4,NA,200,NA,NA,NA,200,30,90,46,No,NA
2016,1,1,1,1,NA,70,NA,NA,NA,10,1,1125,90,No,0
2016,4,1.5,2,2,NA,307,NA,NA,NA,NA,2,1125,38,Yes,97
2014,2,1,1,1,NA,140,NA,NA,NA,20,3,1125,0,No,NA
2012,2,2,1,1,NA,55,NA,NA,0,50,3,89,3,Yes,100
2016,16,3.5,7,11,NA,525,NA,NA,200,100,3,1125,45,Yes,94
2016,4,1,1,2,NA,125,NA,NA,200,100,1,85,56,Yes,90
2016,2,1,1,1,NA,60,NA,NA,200,30,2,1125,42,No,100
2016,2,1.5,1,1,NA,150,NA,NA,NA,25,1,24,50,Yes,94
2016,2,1,1,1,NA,97,NA,NA,0,26,1,1125,50,Yes,100
2012,6,1,3,3,NA,99,NA,NA,NA,99,1,1125,36,Yes,99
2016,2,1,1,1,NA,60,NA,NA,200,30,2,1125,54,No,100
2016,2,1,0,1,NA,229,NA,NA,NA,NA,1,1125,45,Yes,97
2016,2,1,0,1,NA,229,NA,NA,NA,NA,1,1125,43,Yes,97
2016,2,1,0,1,NA,229,NA,NA,NA,NA,1,1125,54,Yes,97
2016,4,2,2,2,NA,307,NA,NA,NA,NA,2,1125,52,Yes,97
2016,4,2,2,2,NA,307,NA,NA,NA,NA,2,1125,62,Yes,97
2013,8,1,3,4,NA,169,NA,NA,100,80,2,1125,42,Yes,100
2016,2,1.5,1,1,NA,149,NA,NA,NA,25,1,29,47,Yes,94
2016,2,1.5,1,1,NA,160,NA,NA,NA,25,1,29,67,Yes,94
2014,5,1,2,3,NA,190,NA,NA,300,65,2,365,17,No,50
2016,2,1,1,1,NA,115,NA,NA,250,25,2,7,11,No,100
2015,2,1,1,1,NA,170,NA,NA,0,25,3,60,26,Yes,100
2015,2,1,1,1,NA,170,NA,NA,0,25,3,1124,24,Yes,100
2013,4,1.5,2,3,NA,290,NA,NA,NA,NA,1,1125,0,No,NA
2016,2,1,1,1,NA,63,NA,NA,NA,NA,1,5,0,No,NA
2015,4,1,1,3,NA,190,NA,NA,0,130,3,100,27,Yes,100
2012,2,1,1,1,NA,90,NA,NA,NA,30,2,1125,0,No,NA
2016,2,1,1,1,NA,75,NA,NA,NA,7,3,4,0,No,NA
2016,2,1,1,1,NA,105,NA,NA,NA,NA,3,1125,46,No,100
2014,4,1,1,2,NA,202,NA,NA,99,49,2,1124,55,Yes,90
2016,2,1,1,1,NA,125,NA,NA,NA,25,1,1125,19,No,95
2016,3,1,1,2,NA,199,NA,NA,NA,50,1,1125,0,No,NA
2014,4,1,1,3,NA,203,NA,NA,150,69,2,1124,40,Yes,90
2014,2,1.5,1,1,NA,75,NA,NA,NA,25,1,2,75,No,NA
2016,1,1,1,1,NA,65,NA,NA,NA,5,1,14,0,No,NA
2012,2,2,1,1,NA,53,NA,NA,0,50,5,27,0,Yes,100
2015,2,1,1,2,NA,73,NA,NA,200,70,2,60,51,No,100
2016,4,1,1,2,NA,120,NA,NA,NA,30,1,1125,17,No,100
2010,3,2,1,1,NA,193,NA,NA,550,39,2,1125,0,No,NA
2015,4,1,1,2,NA,155,NA,NA,0,25,3,1125,9,Yes,100
2016,3,1,1,1,NA,170,NA,NA,100,100,2,1125,54,Yes,100
2016,8,2,4,6,NA,319,NA,NA,600,175,2,1125,0,Yes,100
2015,3,1,1,1,NA,225,NA,NA,NA,69,5,28,88,Yes,94
2014,16,3,5,10,NA,700,NA,NA,NA,199,1,1125,56,Yes,100
2013,2,1,1,1,NA,70,NA,NA,350,65,3,65,0,No,100
2013,4,1,1,1,NA,144,NA,NA,0,75,1,1125,12,No,100
2013,4,1,1,1,NA,154,NA,NA,0,75,1,1125,14,No,100
2016,2,1,1,1,NA,50,NA,NA,200,20,3,1125,90,No,100
2014,4,1,1,1,NA,235,NA,NA,300,90,1,30,37,No,100
2016,1,1,1,1,NA,70,NA,NA,NA,NA,1,1,0,No,NA
2016,4,1,1,1,NA,300,NA,NA,NA,NA,7,7,0,No,NA
2016,4,1,1,1,NA,249,NA,NA,NA,100,2,1125,73,No,100
2012,2,2,1,1,NA,48,NA,NA,0,50,5,89,1,Yes,100
2012,2,2,1,1,NA,55,NA,NA,0,50,5,89,0,Yes,100
2014,2,2,1,1,NA,99,NA,NA,0,80,1,1125,49,Yes,99
2014,4,1,1,2,NA,699,NA,NA,400,105,2,1124,57,Yes,99
2016,2,1,1,1,NA,195,NA,NA,NA,NA,3,25,31,No,100
2016,2,1,1,1,NA,60,NA,NA,200,30,2,1125,44,No,100
2014,3,1,0,1,NA,199,NA,NA,500,50,3,1125,46,No,100
2012,4,1.5,2,3,NA,250,NA,NA,NA,NA,1,1125,0,Yes,90
2012,2,1,1,1,NA,200,NA,NA,NA,NA,7,13,88,No,NA
2016,2,1,1,1,NA,65,NA,NA,100,25,1,1125,7,No,81
2016,6,1,2,4,NA,139,NA,NA,NA,199,2,29,0,Yes,70
2014,6,2.5,3,3,NA,699,NA,NA,400,153,2,1124,0,Yes,99
2016,2,1,1,2,NA,79,NA,NA,300,28,1,1125,0,No,50
2016,2,1,1,1,NA,120,NA,NA,0,0,15,120,10,No,90
2016,2,1,1,1,NA,60,NA,NA,100,25,1,1125,70,No,81
2015,1,1,1,1,NA,35,NA,NA,200,25,1,1125,0,No,NA
2015,1,1,1,1,NA,72,NA,NA,200,19,10,1125,0,No,NA
2014,2,1,1,1,NA,699,NA,NA,400,95,2,1124,76,Yes,99
2015,6,4,4,4,NA,900,NA,NA,1500,250,3,1125,61,No,90
2014,2,1,0,1,NA,2000,NA,NA,400,94,2,1124,60,Yes,99
2015,2,1.5,1,1,NA,41,NA,NA,NA,28,1,7,30,No,100
2015,2,1,1,1,NA,55,NA,NA,100,50,5,30,0,No,NA
2015,2,1,1,1,NA,189,NA,NA,100,50,2,10,0,No,100
2014,2,1.5,1,1,NA,65,NA,NA,NA,25,2,7,0,No,NA
2014,6,1.5,3,3,NA,160,NA,NA,300,75,1,1124,65,Yes,99
2016,4,1,2,2,NA,125,NA,NA,100,40,2,1125,34,No,100
